	text	label
350	Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time 	positive
2969	industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia 	neutral
2798	Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg 	neutral
2916	Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms 	neutral
1063	Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes 	neutral
3979	While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae 	neutral
1962	So far , Mr. Galvan he has been able to avoid laying off workers 	positive
3306	The order is included in Metso 's fourth quarter 2007 order backlog 	neutral
1677	To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina 	neutral
1120	: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package 	positive
919	Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia 	positive
1459	With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice 	neutral
1713	Sales of mid-strength beer decreased by 40 % 	negative
2368	About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems 	neutral
2671	The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden 	neutral
856	It is now the leading private road ambulance service company in Finland 	positive
899	The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations 	positive
4426	The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue 	negative
564	Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 	positive
3044	New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device 	neutral
3140	Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses 	neutral
184	Diluted EPS rose to EUR3 .68 from EUR0 .50 	positive
3388	The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements 	neutral
1274	Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh 	neutral
2566	SSH Communications Security Corporation is headquartered in Helsinki , Finland 	neutral
478	Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore 	neutral
3992	Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before 	negative
3441	UPM is talking to Myllykoski+ó s creditor banks -- Nordea ( STO : NDA ) , Nordic Investment Bank and Danske Bank+ó s ( CPH : DANSKE ) Sampo Bank -- over a deal , the paper said 	neutral
2950	In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group 	neutral
2243	The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably 	positive
1477	`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group 	positive
3741	's Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday 	neutral
1644	The order was worth EUR 8mn 	neutral
1674	Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added 	neutral
972	Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo 	positive
4409	Net sales dropped by 6 % year-on-year to EUR 11.9 million 	negative
4022	Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 	negative
1877	We are also pleased to welcome the new employees to Tieto . 	neutral
1667	They are responsible for their own operations , customer relationships , and the development of these 	neutral
1064	Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface 	neutral
2820	At some point , it will spread also to Iran and Iraq 	neutral
2878	Electricity consumption grows with higher frequencies 	neutral
1872	The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software 	neutral
2789	ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device 	neutral
448	The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 	neutral
1264	It is positive that the company it recruited Harri Koponen as CEO , according to Affarsvarlden 	neutral
1255	In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain 	neutral
1607	The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board 	neutral
1934	Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures 	neutral
2563	Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel 	neutral
2991	Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen 	neutral
2082	Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system 	positive
28	Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 	positive
884	Sports equipment sales also progressed well owing to the prolonged winter season 	positive
3249	The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com 	neutral
